"_id","_labels","chrom","encode_id","end","ensembl_id","name","start","_start","_end","_type","corr","expression","signal"
"138",":H3K27ac:Merged:Peak","chr1","","1152400","","peak_138","1149068",,,,,,
"139",":H3K27ac:Merged:Peak","chr1","","1154777","","peak_139","1152750",,,,,,
"140",":H3K27ac:Merged:Peak","chr1","","1172688","","peak_140","1154842",,,,,,
"141",":H3K27ac:Merged:Peak","chr1","","1173409","","peak_141","1173122",,,,,,
"142",":H3K27ac:Merged:Peak","chr1","","1174200","","peak_142","1173447",,,,,,
"143",":H3K27ac:Merged:Peak","chr1","","1175217","","peak_143","1174584",,,,,,
"144",":H3K27ac:Merged:Peak","chr1","","1175632","","peak_144","1175433",,,,,,
"145",":H3K27ac:Merged:Peak","chr1","","1176969","","peak_145","1176629",,,,,,
"146",":H3K27ac:Merged:Peak","chr1","","1179704","","peak_146","1179491",,,,,,
"147",":H3K27ac:Merged:Peak","chr1","","1181385","","peak_147","1181094",,,,,,
"148",":H3K27ac:Merged:Peak","chr1","","1184244","","peak_148","1181430",,,,,,
"149",":H3K27ac:Merged:Peak","chr1","","1185655","","peak_149","1185308",,,,,,
"150",":H3K27ac:Merged:Peak","chr1","","1189331","","peak_150","1189105",,,,,,
"151",":H3K27ac:Merged:Peak","chr1","","1191824","","peak_151","1191085",,,,,,
"152",":H3K27ac:Merged:Peak","chr1","","1192303","","peak_152","1192054",,,,,,
"153",":H3K27ac:Merged:Peak","chr1","","1192868","","peak_153","1192657",,,,,,
"154",":H3K27ac:Merged:Peak","chr1","","1197339","","peak_154","1195968",,,,,,
"155",":H3K27ac:Merged:Peak","chr1","","1199777","","peak_155","1199628",,,,,,
"156",":H3K27ac:Merged:Peak","chr1","","1200527","","peak_156","1199869",,,,,,
"157",":H3K27ac:Merged:Peak","chr1","","1201901","","peak_157","1200586",,,,,,
"158",":H3K27ac:Merged:Peak","chr1","","1203013","","peak_158","1202759",,,,,,
"159",":H3K27ac:Merged:Peak","chr1","","1204060","","peak_159","1203771",,,,,,
"160",":H3K27ac:Merged:Peak","chr1","","1204509","","peak_160","1204187",,,,,,
"161",":H3K27ac:Merged:Peak","chr1","","1206866","","peak_161","1205556",,,,,,
"162",":H3K27ac:Merged:Peak","chr1","","1210006","","peak_162","1206907",,,,,,
"163",":H3K27ac:Merged:Peak","chr1","","1210613","","peak_163","1210166",,,,,,
"164",":H3K27ac:Merged:Peak","chr1","","1211403","","peak_164","1211190",,,,,,
"165",":H3K27ac:Merged:Peak","chr1","","1218924","","peak_165","1211580",,,,,,
"166",":H3K27ac:Merged:Peak","chr1","","1220341","","peak_166","1219007",,,,,,
"167",":H3K27ac:Merged:Peak","chr1","","1220743","","peak_167","1220380",,,,,,
"168",":H3K27ac:Merged:Peak","chr1","","1221588","","peak_168","1220798",,,,,,
"169",":H3K27ac:Merged:Peak","chr1","","1221866","","peak_169","1221734",,,,,,
"170",":H3K27ac:Merged:Peak","chr1","","1223021","","peak_170","1221994",,,,,,
"171",":H3K27ac:Merged:Peak","chr1","","1223483","","peak_171","1223093",,,,,,
"172",":H3K27ac:Merged:Peak","chr1","","1225541","","peak_172","1225154",,,,,,
"173",":H3K27ac:Merged:Peak","chr1","","1226183","","peak_173","1225696",,,,,,
"174",":H3K27ac:Merged:Peak","chr1","","1227292","","peak_174","1226836",,,,,,
"175",":H3K27ac:Merged:Peak","chr1","","1227765","","peak_175","1227557",,,,,,
"176",":H3K27ac:Merged:Peak","chr1","","1229075","","peak_176","1228734",,,,,,
"177",":H3K27ac:Merged:Peak","chr1","","1234426","","peak_177","1229523",,,,,,
"178",":H3K27ac:Merged:Peak","chr1","","1234722","","peak_178","1234434",,,,,,
"179",":H3K27ac:Merged:Peak","chr1","","1235038","","peak_179","1234768",,,,,,
"180",":H3K27ac:Merged:Peak","chr1","","1240355","","peak_180","1235315",,,,,,
"181",":H3K27ac:Merged:Peak","chr1","","1241212","","peak_181","1240789",,,,,,
"182",":H3K27ac:Merged:Peak","chr1","","1241703","","peak_182","1241492",,,,,,
"183",":H3K27ac:Merged:Peak","chr1","","1241879","","peak_183","1241725",,,,,,
"184",":H3K27ac:Merged:Peak","chr1","","1243148","","peak_184","1242793",,,,,,
"185",":H3K27ac:Merged:Peak","chr1","","1244673","","peak_185","1244013",,,,,,
"186",":H3K27ac:Merged:Peak","chr1","","1246688","","peak_186","1246539",,,,,,
"187",":H3K27ac:Merged:Peak","chr1","","1247355","","peak_187","1247144",,,,,,
"188",":H3K27ac:Merged:Peak","chr1","","1248225","","peak_188","1248093",,,,,,
"189",":H3K27ac:Merged:Peak","chr1","","1251748","","peak_189","1250416",,,,,,
"190",":H3K27ac:Merged:Peak","chr1","","1253162","","peak_190","1252541",,,,,,
"191",":H3K27ac:Merged:Peak","chr1","","1253697","","peak_191","1253476",,,,,,
"192",":H3K27ac:Merged:Peak","chr1","","1255088","","peak_192","1254260",,,,,,
"193",":H3K27ac:Merged:Peak","chr1","","1255245","","peak_193","1255107",,,,,,
"194",":H3K27ac:Merged:Peak","chr1","","1256577","","peak_194","1255348",,,,,,
"195",":H3K27ac:Merged:Peak","chr1","","1257296","","peak_195","1256830",,,,,,
"196",":H3K27ac:Merged:Peak","chr1","","1258234","","peak_196","1257412",,,,,,
"197",":H3K27ac:Merged:Peak","chr1","","1266873","","peak_197","1258287",,,,,,
"198",":H3K27ac:Merged:Peak","chr1","","1269305","","peak_198","1266910",,,,,,
"199",":H3K27ac:Merged:Peak","chr1","","1276461","","peak_199","1269808",,,,,,
"200",":H3K27ac:Merged:Peak","chr1","","1279037","","peak_200","1278639",,,,,,
"201",":H3K27ac:Merged:Peak","chr1","","1279282","","peak_201","1279086",,,,,,
"202",":H3K27ac:Merged:Peak","chr1","","1284086","","peak_202","1280734",,,,,,
"203",":H3K27ac:Merged:Peak","chr1","","1285858","","peak_203","1284853",,,,,,
"204",":H3K27ac:Merged:Peak","chr1","","1287166","","peak_204","1286541",,,,,,
"205",":H3K27ac:Merged:Peak","chr1","","1288036","","peak_205","1287179",,,,,,
"206",":H3K27ac:Merged:Peak","chr1","","1294124","","peak_206","1290299",,,,,,
"207",":H3K27ac:Merged:Peak","chr1","","1296243","","peak_207","1294128",,,,,,
"208",":H3K27ac:Merged:Peak","chr1","","1297019","","peak_208","1296418",,,,,,
"209",":H3K27ac:Merged:Peak","chr1","","1312198","","peak_209","1297771",,,,,,
"210",":H3K27ac:Merged:Peak","chr1","","1322523","","peak_210","1312252",,,,,,
"211",":H3K27ac:Merged:Peak","chr1","","1338263","","peak_211","1322655",,,,,,
"212",":H3K27ac:Merged:Peak","chr1","","1338732","","peak_212","1338339",,,,,,
"213",":H3K27ac:Merged:Peak","chr1","","1339215","","peak_213","1338860",,,,,,
"214",":H3K27ac:Merged:Peak","chr1","","1339618","","peak_214","1339293",,,,,,
"215",":H3K27ac:Merged:Peak","chr1","","1341508","","peak_215","1340969",,,,,,
"216",":H3K27ac:Merged:Peak","chr1","","1342087","","peak_216","1341887",,,,,,
"217",":H3K27ac:Merged:Peak","chr1","","1350207","","peak_217","1342128",,,,,,
"218",":H3K27ac:Merged:Peak","chr1","","1363088","","peak_218","1351271",,,,,,
"219",":H3K27ac:Merged:Peak","chr1","","1364980","","peak_219","1363856",,,,,,
"220",":H3K27ac:Merged:Peak","chr1","","1366329","","peak_220","1366150",,,,,,
"221",":H3K27ac:Merged:Peak","chr1","","1367544","","peak_221","1367079",,,,,,
"222",":H3K27ac:Merged:Peak","chr1","","1377412","","peak_222","1370677",,,,,,
"223",":H3K27ac:Merged:Peak","chr1","","1378621","","peak_223","1377943",,,,,,
"224",":H3K27ac:Merged:Peak","chr1","","1379200","","peak_224","1378842",,,,,,
"225",":H3K27ac:Merged:Peak","chr1","","1380317","","peak_225","1380114",,,,,,
"226",":H3K27ac:Merged:Peak","chr1","","1380993","","peak_226","1380542",,,,,,
"227",":H3K27ac:Merged:Peak","chr1","","1381353","","peak_227","1381138",,,,,,
"228",":H3K27ac:Merged:Peak","chr1","","1383575","","peak_228","1381382",,,,,,
"229",":H3K27ac:Merged:Peak","chr1","","1384467","","peak_229","1383587",,,,,,
"230",":H3K27ac:Merged:Peak","chr1","","1385119","","peak_230","1384641",,,,,,
"231",":H3K27ac:Merged:Peak","chr1","","1386191","","peak_231","1385925",,,,,,
"232",":H3K27ac:Merged:Peak","chr1","","1388559","","peak_232","1386952",,,,,,
"233",":H3K27ac:Merged:Peak","chr1","","1389273","","peak_233","1388728",,,,,,
"234",":H3K27ac:Merged:Peak","chr1","","1389683","","peak_234","1389398",,,,,,
"235",":H3K27ac:Merged:Peak","chr1","","1392568","","peak_235","1389830",,,,,,
"236",":H3K27ac:Merged:Peak","chr1","","1396617","","peak_236","1392643",,,,,,
"237",":H3K27ac:Merged:Peak","chr1","","1404310","","peak_237","1396626",,,,,,
"238",":H3K27ac:Merged:Peak","chr1","","1410136","","peak_238","1404411",,,,,,
"239",":H3K27ac:Merged:Peak","chr1","","1413353","","peak_239","1410231",,,,,,
"240",":H3K27ac:Merged:Peak","chr1","","1413746","","peak_240","1413546",,,,,,
"241",":H3K27ac:Merged:Peak","chr1","","1414390","","peak_241","1414044",,,,,,
"242",":H3K27ac:Merged:Peak","chr1","","1416190","","peak_242","1414934",,,,,,
"243",":H3K27ac:Merged:Peak","chr1","","1423755","","peak_243","1417284",,,,,,
"244",":H3K27ac:Merged:Peak","chr1","","1425106","","peak_244","1424054",,,,,,
"245",":H3K27ac:Merged:Peak","chr1","","1442962","","peak_245","1425305",,,,,,
"246",":H3K27ac:Merged:Peak","chr1","","1452714","","peak_246","1452539",,,,,,
"247",":H3K27ac:Merged:Peak","chr1","","1457348","","peak_247","1456855",,,,,,
"248",":H3K27ac:Merged:Peak","chr1","","1463439","","peak_248","1461310",,,,,,
"249",":H3K27ac:Merged:Peak","chr1","","1465357","","peak_249","1463967",,,,,,
"250",":H3K27ac:Merged:Peak","chr1","","1472060","","peak_250","1469434",,,,,,
"251",":H3K27ac:Merged:Peak","chr1","","1472344","","peak_251","1472106",,,,,,
"252",":H3K27ac:Merged:Peak","chr1","","1474071","","peak_252","1472419",,,,,,
"253",":H3K27ac:Merged:Peak","chr1","","1474774","","peak_253","1474511",,,,,,
"254",":H3K27ac:Merged:Peak","chr1","","1477177","","peak_254","1477021",,,,,,
"255",":H3K27ac:Merged:Peak","chr1","","1479594","","peak_255","1479445",,,,,,
"256",":H3K27ac:Merged:Peak","chr1","","1480084","","peak_256","1479916",,,,,,
"257",":H3K27ac:Merged:Peak","chr1","","1483375","","peak_257","1483176",,,,,,
"258",":H3K27ac:Merged:Peak","chr1","","1483937","","peak_258","1483727",,,,,,
"259",":H3K27ac:Merged:Peak","chr1","","1484669","","peak_259","1484204",,,,,,
"260",":H3K27ac:Merged:Peak","chr1","","1485844","","peak_260","1485564",,,,,,
"261",":H3K27ac:Merged:Peak","chr1","","1487803","","peak_261","1487531",,,,,,
"262",":H3K27ac:Merged:Peak","chr1","","1488385","","peak_262","1488236",,,,,,
"263",":H3K27ac:Merged:Peak","chr1","","1489148","","peak_263","1488943",,,,,,
"264",":H3K27ac:Merged:Peak","chr1","","1491129","","peak_264","1489285",,,,,,
"265",":H3K27ac:Merged:Peak","chr1","","1492520","","peak_265","1492321",,,,,,
"266",":H3K27ac:Merged:Peak","chr1","","1495598","","peak_266","1495367",,,,,,
"267",":H3K27ac:Merged:Peak","chr1","","1497780","","peak_267","1497567",,,,,,
"268",":H3K27ac:Merged:Peak","chr1","","1500366","","peak_268","1499824",,,,,,
"269",":H3K27ac:Merged:Peak","chr1","","1501973","","peak_269","1500600",,,,,,
"270",":H3K27ac:Merged:Peak","chr1","","1503953","","peak_270","1503711",,,,,,
"271",":H3K27ac:Merged:Peak","chr1","","1504313","","peak_271","1503971",,,,,,
"272",":H3K27ac:Merged:Peak","chr1","","1506981","","peak_272","1504330",,,,,,
"273",":H3K27ac:Merged:Peak","chr1","","1508417","","peak_273","1507277",,,,,,
"274",":H3K27ac:Merged:Peak","chr1","","1508929","","peak_274","1508454",,,,,,
"275",":H3K27ac:Merged:Peak","chr1","","1509655","","peak_275","1509100",,,,,,
"276",":H3K27ac:Merged:Peak","chr1","","1512436","","peak_276","1510227",,,,,,
"277",":H3K27ac:Merged:Peak","chr1","","1513293","","peak_277","1512811",,,,,,
"278",":H3K27ac:Merged:Peak","chr1","","1515268","","peak_278","1515036",,,,,,
"279",":H3K27ac:Merged:Peak","chr1","","1515604","","peak_279","1515330",,,,,,
"280",":H3K27ac:Merged:Peak","chr1","","1515846","","peak_280","1515634",,,,,,
"281",":H3K27ac:Merged:Peak","chr1","","1516700","","peak_281","1516279",,,,,,
"282",":H3K27ac:Merged:Peak","chr1","","1523136","","peak_282","1523004",,,,,,
"283",":H3K27ac:Merged:Peak","chr1","","1525423","","peak_283","1524916",,,,,,
"284",":H3K27ac:Merged:Peak","chr1","","1533681","","peak_284","1532723",,,,,,
"285",":H3K27ac:Merged:Peak","chr1","","1535442","","peak_285","1533786",,,,,,
"286",":H3K27ac:Merged:Peak","chr1","","1538117","","peak_286","1535514",,,,,,
"287",":H3K27ac:Merged:Peak","chr1","","1546693","","peak_287","1538147",,,,,,
"288",":H3K27ac:Merged:Peak","chr1","","1547244","","peak_288","1546814",,,,,,
"289",":H3K27ac:Merged:Peak","chr1","","1550080","","peak_289","1547278",,,,,,
"290",":H3K27ac:Merged:Peak","chr1","","1553564","","peak_290","1550155",,,,,,
"291",":H3K27ac:Merged:Peak","chr1","","1572357","","peak_291","1553623",,,,,,
"292",":H3K27ac:Merged:Peak","chr1","","1576716","","peak_292","1572470",,,,,,
"293",":H3K27ac:Merged:Peak","chr1","","1577841","","peak_293","1576888",,,,,,
"294",":H3K27ac:Merged:Peak","chr1","","1578911","","peak_294","1578754",,,,,,
"295",":H3K27ac:Merged:Peak","chr1","","1580468","","peak_295","1579994",,,,,,
"296",":H3K27ac:Merged:Peak","chr1","","1581288","","peak_296","1581028",,,,,,
"297",":H3K27ac:Merged:Peak","chr1","","1592192","","peak_297","1591876",,,,,,
"298",":H3K27ac:Merged:Peak","chr1","","1593297","","peak_298","1593048",,,,,,
"299",":H3K27ac:Merged:Peak","chr1","","1595635","","peak_299","1594054",,,,,,
"300",":H3K27ac:Merged:Peak","chr1","","1596315","","peak_300","1595917",,,,,,
"301",":H3K27ac:Merged:Peak","chr1","","1597195","","peak_301","1597005",,,,,,
"302",":H3K27ac:Merged:Peak","chr1","","1597413","","peak_302","1597246",,,,,,
"303",":H3K27ac:Merged:Peak","chr1","","1597740","","peak_303","1597530",,,,,,
"304",":H3K27ac:Merged:Peak","chr1","","1598397","","peak_304","1597824",,,,,,
"305",":H3K27ac:Merged:Peak","chr1","","1600017","","peak_305","1598834",,,,,,
"306",":H3K27ac:Merged:Peak","chr1","","1600686","","peak_306","1600205",,,,,,
"307",":H3K27ac:Merged:Peak","chr1","","1601017","","peak_307","1600878",,,,,,
"308",":H3K27ac:Merged:Peak","chr1","","1601965","","peak_308","1601816",,,,,,
"309",":H3K27ac:Merged:Peak","chr1","","1602556","","peak_309","1602414",,,,,,
"310",":H3K27ac:Merged:Peak","chr1","","1603378","","peak_310","1602712",,,,,,
"311",":H3K27ac:Merged:Peak","chr1","","1604257","","peak_311","1604106",,,,,,
"312",":H3K27ac:Merged:Peak","chr1","","1605313","","peak_312","1605052",,,,,,
"313",":H3K27ac:Merged:Peak","chr1","","1607999","","peak_313","1606440",,,,,,
"314",":H3K27ac:Merged:Peak","chr1","","1608435","","peak_314","1608177",,,,,,
"315",":H3K27ac:Merged:Peak","chr1","","1625690","","peak_315","1609502",,,,,,
"316",":H3K27ac:Merged:Peak","chr1","","1626448","","peak_316","1626159",,,,,,
"317",":H3K27ac:Merged:Peak","chr1","","1632640","","peak_317","1626587",,,,,,
"318",":H3K27ac:Merged:Peak","chr1","","1636938","","peak_318","1636430",,,,,,
